Општина,Населено место,Градба/место
Тетово,Тетово,Куќа на ул. „Гоце Делчев“ бр. 93
Тетово,Тетово,Куќа на ул. „Браќа Миладинови“ бр. 93
Тетово,Тетово,Куќа на ул. „Браќа Миладинови“ бр. 111
Тетово,Тетово,Куќа на ул. „Браќа Миладинови“ бр. 164
Тетово,Тетово,Куќа на ул. „Браќа Миладинови“ бр. 166
Тетово,Тетово,Куќа на Јовановци
Тетово,Тетово,Спомен-куќа на Ѓоце Стојчевски
Тетово,Тетово,Камен мост
Тетово,Тетово,Арабати баба-теќе
Тетово,Тетово,Шарена џамија
Тетово,Тетово,Алимбегова куќа
Тетово,Џепчиште,Археолошко наоѓалиште „Латинска Црква“
Центар,Горенци,Горенички мост
Центар,Коџаџик,Меморијален центар „Коџаџик“
Чашка,Горно Врановци,Спомен-куќа на Президиумот на АСНОМ
Чашка,Горно Врановци,Спомен-печатница на Главниот Штаб
Чашка,Горно Врановци,Спомен-куќа на Централниот Комитет
Чашка,Горно Врановци,Џамија
Чашка,Горно Врановци,селото како целина
Чашка,Богомила,Спомен-куќа на Петар Поп Арсов
Чучер-Сандево,Бразда,Бразданска гробница
Чучер-Сандево,Бразда,Монументална раноантичка гробница
Чучер-Сандево,Горњане,Црква „Св. Никита“
Чучер-Сандево,Кучевиште,Кучевишки манастир
Чучер-Сандево,Побожје,Побошки манастир
Чучер-Сандево,Чучер-Сандево,Куќа на Александар Урдаревски-Станко
Чучер-Сандево,Чучер-Сандево,Споменик на Александар Урдаревски-Станко
Штип,Ново Село,Ново Село (градителска целина)
Штип,Ново Село,Новоселско училиште
Штип,Ново Село,Куќа на ул. „Никола Карев“ бр. 2
Штип,Ново Село,Куќа на ул. „Крсте Мисирков“ бр. 6
Штип,Ново Село,Куќа на ул. „Крсте Мисирков“ бр. 8
Штип,Ново Село,Куќа на ул. „Крсте Мисирков“ бр. 12
Штип,Ново Село,Куќа на ул. „Крсте Мисирков“ бр. 14
Штип,Ново Село,Куќа на ул. „Крсте Мисирков“ бр. 26
Штип,Ново Село,Куќа на ул. „Крсте Мисирков“ бр. 34
Штип,Ново Село,Куќа на ул. „Крсте Мисирков“ бр. 45
Штип,Ново Село,Куќа на ул. „Крсте Мисирков“ бр. 67
Штип,Ново Село,Куќа на ул. „Крсте Мисирков“ бр. 69
Штип,Стар Караорман,Археолошко наоѓалиште „Балабаница“
Штип,Стар Караорман,Археолошко наоѓалиште „Крушки“
Штип,Стар Караорман,Археолошко наоѓалиште „Орлови Чуки“
Штип,Штип,Штипска тврдина
Штип,Штип,Штипски безистен
Штип,Штип,Куќа на Михајло Апостолски
Штип,Штип,Куќа на Славчо Стојменски
Штип,Штип,Куќа на Ванчо Прќе
Штип,Штип,Куќа на ул. „Страшо Пинџур“ бр. 15
Штип,Штип,Куќа на ул. „Љубен Иванов“ бр. 11
Штип,Штип,Куќа на ул. „Маршал Тито“ бр. 2
Штип,Штип,Куќа на ул. Маршал Тито бр. 18
Штип,Штип,Куќа на ул. Маршал Тито бр. 20
Штип,Штип,Зграда на Хотел Гарни
Штип,Штип,Куќа на ул. „Тошо Арсов“ бр. 2
Штип,Штип,Куќа на ул. „Тошо Арсов“ бр. 4
Штип,Штип,Куќа на ул. „Тошо Арсов“ бр. 8
Штип,Штип,Куќа на ул. „Тошо Арсов“ бр. 62
Штип,Штип,Куќа на ул. „Тошо Арсов“ бр. 68
Штип,Штип,Магаза на ул. „Иво Рибар Лола“ бр. 54
Штип,Штип,Објект на ул. Гоце Делчев бр. 3
Штип,Штип,Објект на ул. Гоце Делчев бр. 7
Штип,Штип,Објект на ул. Гоце Делчев бр. 31
Штип,Штип,Објект на ул. Гоце Делчев бр. 33
Штип,Штип,Објект на ул. Гоце Делчев бр. 41
Штип,Штип,Објект на ул. Гоце Делчев бр. 45
Штип,Штип,Објект на ул. Гоце Делчев бр. 55
Штип,Штип,Објект на ул. Гоце Делчев бр. 57
Штип,Штип,Емир Ќучук Султанов мост
Штип,Штип,Црква „Св. Архангел Михаил Главатов“
Штип,Штип,Црква „Св. Јован Крстител“
Штип,Штип,Црква „Св. Архангел Михаил - Фитијата“
Штип,Штип,Џамија Хусамедин Паша
Штип,Штип,Административна зграда - банка
Штип,Штип,Митрополија на Брегалничката епархија
Штип,Штип,Универзитетска библиотека „Гоце Делчев“
Културно,Културно наследство во Град Скопје,Културно наследство во Град Скопје
Бутел,Визбегово,Скопски аквадукт
Бутел,Љубанци,Љубански манастир
Гази,Булачани,Археолошко наоѓалиште „Турски Гробишта“
Гази,Гази Баба,Турбе на кралската ќерка
Гази,Гази Баба,Чешма на улица „Челопек“
Гази,Гази Баба,Турбе на Ашик Челеби
Ѓорче,Орман,Археолошко наоѓалиште „Брест“
Карпош,Бардовци,Хавзипашини конаци
Карпош,Злокуќани,Археолошко наоѓалиште „Скупи“
Карпош,Козле,Куќа на ул. „Кнез Хацон“ бр. 2
Карпош,Козле,Спомен-гробница на Кузман Јосифовски-Питу
Карпош,Тафталиџе 2,Зграда на ДАРМ - Одделение Скопје
Кисела,Драчево,Археолошко наоѓалиште „Пеленица“
Кисела,Кисела Вода,Куќа на ул. „Ѓорѓи Димитров“ бр. 37
Кисела,Кисела Вода,Куќа на ул. „Првомајска“ бр. 41
Сарај,Глумово,Спомен-гробница на паднатите борци
Сарај,Матка,Црква „Св. Андреја“
Сарај,Сарај,Хусеин-шахова џамија
Сарај,Шишево,Шишевски манастир
Центар,Скопје,Даут-пашин амам
Центар,Скопје,Градска болница
Центар,Скопје,Стара железничка станица
Центар,Дебар Маало,Зграда на бул. „Илинден“ бр. 41
Центар,Дебар Маало,Куќа на бул. „Илинден“ бр. 53
Центар,Дебар Маало,Зграда на бул. „Илинден“ бр. 63
Центар,Дебар Маало,Зграда на бул. „Илинден“ бр. 68
Центар,Дебар Маало,Зграда на бул. „Илинден“ бр. 80
Центар,Скопје,Куќа на ул. „Славеј Планина“ бр. 2
Центар,Маџир Маало,Куќа на ул. „Охридска“ бр. 4
Центар,Центар,Куќа на ул. „8 Ударна Бригада“ бр. 22
Центар,Скопје,Куќа на ул. „150“ бр. 15
Центар,Центар,Ристиќева палата
Центар,Скопје,Куќа на ул. „Пајкова“ бр. 2
Центар,Скопје,Споменик на паднатите борци
Центар,Дебар Маало,Споменик на Гоце Делчев
Центар,Центар,Феудална кула
Центар,Скопје,Скопско Кале
Центар,Скопје,Адем баба-теќе
Центар,Скопје,Црква „Св. Димитар“
Центар,Скопје,Џамија Кебир Мехмед Челеби
Центар,Скопје,Кури чешма
Центар,Скопје,Чешма на улица „110“
Центар,Скопје,Чешма кај Стара нова бања
Центар,Дебар Маало,Зграда на ул. „Орце Николов“ бр. 83а
Центар,Дебар Маало,Зграда на ул. „Орце Николов“ бр. 88
Центар,Дебар Маало,Зграда на ул. „Орце Николов“ бр. 108
Центар,Дебар Маало,Зграда на ул. „Орце Николов“ бр. 109
Центар,Дебар Маало,Зграда на ул. „Орце Николов“ бр. 115
Центар,Дебар Маало,Зграда на ул. „Ѓуро Ѓаковиќ“ бр. 61
Центар,Дебар Маало,Зграда на ул. „Кукушка“ бр. 17
Центар,Дебар Маало,Зграда на ул. „Аминта Трети“ бр. 17
Центар,Дебар Маало,Зграда на ул. „Наум Наумовски - Борче“ бр. 82
Центар,Дебар Маало,Зграда на ул. „Наум Наумовски - Борче“ бр. 88
Центар,Дебар Маало,Зграда на ул. „Раде Кончар“ („Живко Чинго“/„Боемска“) бр. 4
Центар,Дебар Маало,Зграда на Ташковиќ
Центар,Дебар Маало,Зграда на Кубеш
Центар,Скопје,Зграда на кеј „Димитар Влахов“ бр. 19
Центар,Центар,Главна зграда на Македонска пошта
Центар,Скопје,Зграда на Музејот на македонската борба
Центар,Скопје,Зграда на Националната и универзитетска библиотека „Св. Климент Охридски“
Центар,Скопје,Стара зграда на Државниот архив на Република Македонија
Центар,Скопје,Зграда на Институтот за македонски јазик „Крсте Мисирков“
Центар,Скопје,Спомен-куќа на Мајка Тереза
Центар,Дебар Маало,Зграда на Градската библиотека „Браќа Миладиновци“
Центар,Скопје,Зграда на „Вардар филм“
Центар,Скопје,Зграда на Музејот на современата уметност
Центар,Скопје,Спомен-куќа на Лазар Личеноски
Центар,Скопје,Скопска чаршија
Чаир,Скопје,Стара нова бања
Чаир,Скопје,Остатоци од амам кај Јахја-пашината џамија
Чаир,Скопје,Ѓулчилер амам
Чаир,Скопје,Куќа на ул. „Севастополска“ бр. 5
Чаир,Скопје,Сули ан
Чаир,Скопје,Капан ан
Чаир,Скопје,Безистен
Чаир,Скопје,Куќа на ул. „178-Битпазарска“ бр. 20
Чаир,Скопје,Комплекс на Турбе на Јигит-паша и Турбе на Шејх Медах баба
Чаир,Скопје,Вилаетски конак „Уќумат“
Чаир,Скопје,Руфаиско теќе
Чаир,Скопје,Џамија Худаверди
Чаир,Скопје,Џамија Хаџи Балабан
Чаир,Скопје,Џамија Дуќанџик
Чаир,Скопје,Иса-бегова џамија
Чаир,Скопје,Мурат-пашина џамија
Чаир,Скопје,Алаџа џамија
Чаир,Скопје,Јахја-пашина џамија
Чаир,Скопје,Султан-муратова џамија
Чаир,Скопје,Мустафа-пашина џамија
Чаир,Скопје,Турбе на Исхак-бег
Чаир,Скопје,Турбе на Шејх Медах-баба
Чаир,Скопје,Зграда на Музејот на Македонија
Чаир,Скопје,Соук чешма
Чаир,Скопје,Топанска чешма
Чаир,Гази Баба,Куќа на ул. „Јајце“ бр. 146
Чаир,Скопје,Хатунџук џамија
Чаир,Скопје,Куќа на Јашар-бег
